ScenarioID,LegalEntityID,SnapshotID,AsOfDate,ReportingPeriod,ItemID,Product,Category,Brand,WarehouseID,UOM,OpeningQuantity,ReceivedQuantity,CustomerReturnQuantity,SoldQuantity,SupplierReturnQuantity,DamageAdjustmentQuantity,QuantityOnHand,SnapshotGrain,EvidenceType,GenerationPolicyVersion
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-fe31c4411326f507,2026-06-30,2026-06,AC-0877C5,Daikin 1HP,Máy lạnh,Sony,WH-HCM-02,EA,113,19,0,2,0,0,130,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-67898555fc4fac84,2026-06-30,2026-06,AC-0877C5,Daikin 1HP,Máy lạnh,Sony,WH-HN-01,EA,118,0,0,0,0,0,118,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-92a8c2b97b680414,2026-06-30,2026-06,AC-190181,Mitsubishi 1.5HP,Máy lạnh,Sharp,WH-CT-01,EA,132,0,0,0,0,0,132,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-5b457d3dc02a16df,2026-06-30,2026-06,AC-190181,Mitsubishi 1.5HP,Máy lạnh,Sharp,WH-DN-01,EA,225,0,0,0,0,0,225,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-40bcbcef4e789e3e,2026-06-30,2026-06,AC-190181,Mitsubishi 1.5HP,Máy lạnh,Sharp,WH-HN-01,EA,157,13,0,3,0,0,167,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-7f16cb9de21e6d22,2026-06-30,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-CT-01,EA,252,51,0,1,0,0,302,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-b5c5ee7b124dbdca,2026-06-30,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-DN-01,EA,203,47,0,3,0,0,247,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-d6a013cec249633c,2026-06-30,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-HCM-01,EA,135,16,0,3,0,0,148,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-4fae8f4bfb5d55a5,2026-06-30,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-HCM-02,EA,63,62,0,3,0,0,122,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-9a7d2ee75e1da0f7,2026-06-30,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-HCM-03,EA,89,0,0,0,0,0,89,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-1937523c532039ee,2026-06-30,2026-06,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-BD-01,EA,96,12,0,1,0,0,107,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-b9dd07798f8b6bee,2026-06-30,2026-06,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-HCM-01,EA,82,40,0,1,0,0,121,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-e93c90aafbca04ba,2026-06-30,2026-06,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-HCM-03,EA,208,60,0,2,0,0,266,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-3b3d6351c962ae23,2026-06-30,2026-06,AC-310514,Daikin 1HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,155,27,0,1,0,0,181,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-f717804ab2e2644a,2026-06-30,2026-06,AC-310514,Daikin 1HP,Máy lạnh,Cuckoo,WH-HCM-03,EA,191,0,0,0,0,0,191,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-ea02e5f6b9a1a66c,2026-06-30,2026-06,AC-389085,Mitsubishi 1.5HP,Máy lạnh,Samsung,WH-CT-01,EA,170,0,0,0,0,0,170,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-42d9a68b22a1a027,2026-06-30,2026-06,AC-389085,Mitsubishi 1.5HP,Máy lạnh,Samsung,WH-HCM-02,EA,94,0,0,0,0,0,94,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-9a7c204ebf99992b,2026-06-30,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-BD-01,EA,194,0,0,0,0,0,194,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-7c9f2dc166a27a4b,2026-06-30,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-CT-01,EA,221,56,0,2,0,0,275,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-f3f1afd185534c6e,2026-06-30,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-DN-01,EA,190,68,0,3,0,0,255,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-921ce273aa14e5a3,2026-06-30,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-HCM-01,EA,172,30,0,7,0,0,195,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-2b66dd42dd108850,2026-06-30,2026-06,AC-462093,Casper 1HP,Máy lạnh,Daikin,WH-HCM-02,EA,145,0,0,0,0,0,145,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-39e21d9e29bf6360,2026-06-30,2026-06,AC-462093,Casper 1HP,Máy lạnh,Daikin,WH-HN-01,EA,154,46,0,1,0,0,199,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-8af1d407ec4f90cc,2026-06-30,2026-06,AC-48A793,Panasonic 1.5HP,Máy lạnh,Sony,WH-CT-01,EA,178,0,0,0,0,0,178,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-c39dc7433c5de0af,2026-06-30,2026-06,AC-48A793,Panasonic 1.5HP,Máy lạnh,Sony,WH-HCM-02,EA,75,0,0,0,0,0,75,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-18366a0034554872,2026-06-30,2026-06,AC-48B1DF,Panasonic 1.5HP,Máy lạnh,Senko,WH-HN-01,EA,129,61,0,2,0,0,188,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-80d47e38f3b9d66b,2026-06-30,2026-06,AC-48B1DF,Panasonic 1.5HP,Máy lạnh,Senko,WH-HN-02,EA,112,26,0,3,0,0,135,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-a51dea451d73b5ad,2026-06-30,2026-06,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-CT-01,EA,128,0,0,0,0,0,128,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-142401111c83bf57,2026-06-30,2026-06,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-HCM-01,EA,70,0,0,0,0,0,70,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-bca184d648128dc7,2026-06-30,2026-06,AC-4AA281,Casper 1HP,Máy lạnh,Samsung,WH-BD-01,EA,67,39,0,1,0,0,105,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-61d26d99fca6814e,2026-06-30,2026-06,AC-4AA281,Casper 1HP,Máy lạnh,Samsung,WH-HCM-03,EA,210,0,0,0,0,0,210,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-d1c453fb66752eed,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-BD-01,EA,114,0,0,0,0,0,114,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-0e3cab10c266c3b7,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-CT-01,EA,137,70,0,2,0,0,205,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-804b877ea65490e7,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-DN-01,EA,176,58,0,3,0,0,231,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-0a7977667c4ff598,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-01,EA,171,0,0,0,0,0,171,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-f12bea7477b93511,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-02,EA,202,19,0,2,0,0,219,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-306e6031fd645e2d,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-03,EA,130,0,0,0,0,0,130,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-466ac7bfaf32d124,2026-06-30,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HN-01,EA,153,15,0,3,0,0,165,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-79589764197460cd,2026-06-30,2026-06,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-01,EA,190,34,0,2,0,0,222,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-3e1745cf9ba381fb,2026-06-30,2026-06,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-02,EA,167,0,0,0,0,0,167,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-d43296a1b3164337,2026-06-30,2026-06,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HN-01,EA,128,29,0,1,0,0,156,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-b58c0edc7cca7afc,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-BD-01,EA,239,0,0,0,0,0,239,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-affa66a943a1e7c4,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-CT-01,EA,152,0,0,0,0,0,152,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-92572e296359b6cf,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-DN-01,EA,141,0,0,0,0,0,141,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-5a87093086785a16,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HCM-02,EA,129,17,0,1,0,0,145,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-f784cd29c43cb6bc,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HCM-03,EA,195,21,0,5,0,0,211,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-967d50b3d3f3991e,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HN-01,EA,200,47,0,2,0,0,245,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-07f6615c2522b56f,2026-06-30,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HN-02,EA,103,0,0,0,0,0,103,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-f7554192b1b4fea3,2026-06-30,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-CT-01,EA,187,54,0,1,0,0,240,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-86610df9afccc829,2026-06-30,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-DN-01,EA,85,15,0,1,0,0,99,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-526af7c22b5073c4,2026-06-30,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-HN-01,EA,189,0,0,0,0,0,189,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-9dba0bf912b4fc8c,2026-06-30,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-HN-02,EA,64,53,0,1,0,0,116,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-eb1314acd828758e,2026-06-30,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-BD-01,EA,237,0,0,0,0,0,237,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-42055b896493f1f2,2026-06-30,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-CT-01,EA,230,0,0,0,0,0,230,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-91b9134c651fae5c,2026-06-30,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-DN-01,EA,152,0,0,0,0,0,152,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-816e99ee594f120f,2026-06-30,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-HCM-03,EA,140,0,0,0,0,0,140,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-fc9b23bea6c71623,2026-06-30,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-HN-01,EA,96,18,0,2,0,0,112,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-c00da18a372659a3,2026-06-30,2026-06,AC-6A16AD,Daikin 1HP,Máy lạnh,Samsung,WH-HCM-01,EA,140,0,0,0,0,0,140,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-f6d6ad8b1125de68,2026-06-30,2026-06,AC-6A16AD,Daikin 1HP,Máy lạnh,Samsung,WH-HN-02,EA,163,70,0,2,0,0,231,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-1cacf43857e7ced9,2026-06-30,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-CT-01,EA,241,0,0,0,0,0,241,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-144a479d400068c6,2026-06-30,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-01,EA,71,14,0,2,0,0,83,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-8a136fc9690777b7,2026-06-30,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-02,EA,212,0,0,0,0,0,212,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-a34e34ab37467925,2026-06-30,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-03,EA,148,0,0,0,0,0,148,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-5622e1d643de6cc5,2026-06-30,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-BD-01,EA,131,0,0,0,0,0,131,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-427f6deacd87a18a,2026-06-30,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-CT-01,EA,202,0,0,0,0,0,202,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-9a782dea30cc2638,2026-06-30,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,151,50,0,3,0,0,198,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-06-08e3ab29151daa5f,2026-06-30,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HN-02,EA,180,0,0,0,0,0,180,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
