ScenarioID,LegalEntityID,MovementID,MovementType,PostingDate,ReportingPeriod,ItemID,Product,Category,Brand,WarehouseID,UOM,QuantityDelta,SourceOrderID,SourceShipmentID,AnchorSalesPath,AnchorSalesSHA256,AnchorSalesRowNumber,AnchorLogisticsPath,AnchorLogisticsSHA256,AnchorLogisticsRowNumber,ProvenanceRole,EvidenceType,GenerationPolicyVersion
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-142401111c83bf57,opening_balance,2026-05-01,2026-05,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-HCM-01,EA,68,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-61d26d99fca6814e,opening_balance,2026-05-01,2026-05,AC-4AA281,Casper 1HP,Máy lạnh,Samsung,WH-HCM-03,EA,147,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-d1c453fb66752eed,opening_balance,2026-05-01,2026-05,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-BD-01,EA,52,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-0a7977667c4ff598,opening_balance,2026-05-01,2026-05,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-01,EA,149,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-306e6031fd645e2d,opening_balance,2026-05-01,2026-05,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-03,EA,70,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-79589764197460cd,opening_balance,2026-05-01,2026-05,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-01,EA,140,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-3e1745cf9ba381fb,opening_balance,2026-05-01,2026-05,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-02,EA,110,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-b58c0edc7cca7afc,opening_balance,2026-05-01,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-BD-01,EA,184,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-affa66a943a1e7c4,opening_balance,2026-05-01,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-CT-01,EA,129,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-92572e296359b6cf,opening_balance,2026-05-01,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-DN-01,EA,120,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-5a87093086785a16,opening_balance,2026-05-01,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HCM-02,EA,69,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-07f6615c2522b56f,opening_balance,2026-05-01,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HN-02,EA,79,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-f7554192b1b4fea3,opening_balance,2026-05-01,2026-05,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-CT-01,EA,133,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-526af7c22b5073c4,opening_balance,2026-05-01,2026-05,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-HN-01,EA,168,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-eb1314acd828758e,opening_balance,2026-05-01,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-BD-01,EA,200,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-42055b896493f1f2,opening_balance,2026-05-01,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-CT-01,EA,199,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-91b9134c651fae5c,opening_balance,2026-05-01,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-DN-01,EA,131,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-816e99ee594f120f,opening_balance,2026-05-01,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-HCM-03,EA,90,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-c00da18a372659a3,opening_balance,2026-05-01,2026-05,AC-6A16AD,Daikin 1HP,Máy lạnh,Samsung,WH-HCM-01,EA,96,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-1cacf43857e7ced9,opening_balance,2026-05-01,2026-05,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-CT-01,EA,199,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-8a136fc9690777b7,opening_balance,2026-05-01,2026-05,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-02,EA,164,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-a34e34ab37467925,opening_balance,2026-05-01,2026-05,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-03,EA,119,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-5622e1d643de6cc5,opening_balance,2026-05-01,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-BD-01,EA,117,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-427f6deacd87a18a,opening_balance,2026-05-01,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-CT-01,EA,192,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-9a782dea30cc2638,opening_balance,2026-05-01,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,116,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-08e3ab29151daa5f,opening_balance,2026-05-01,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HN-02,EA,161,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-4bd5b184177e0992,opening_balance,2026-05-01,2026-05,AC-7543C2,Casper 1HP,Máy lạnh,Panasonic,WH-DN-01,EA,174,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-26222664d01fafa0,opening_balance,2026-05-01,2026-05,AC-7543C2,Casper 1HP,Máy lạnh,Panasonic,WH-HCM-02,EA,70,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-93c159f30d86dfea,opening_balance,2026-05-01,2026-05,AC-7543C2,Casper 1HP,Máy lạnh,Panasonic,WH-HN-01,EA,75,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-4700e79620e02752,opening_balance,2026-05-01,2026-05,AC-818A33,Casper 1HP,Máy lạnh,Electrolux,WH-BD-01,EA,202,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-94b168b4dd45c522,opening_balance,2026-05-01,2026-05,AC-818A33,Casper 1HP,Máy lạnh,Electrolux,WH-CT-01,EA,63,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-582046dd7c62f170,opening_balance,2026-05-01,2026-05,AC-84F331,Mitsubishi 1.5HP,Máy lạnh,Daikin,WH-CT-01,EA,113,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-e52b22273af35353,opening_balance,2026-05-01,2026-05,AC-84F331,Mitsubishi 1.5HP,Máy lạnh,Daikin,WH-HN-02,EA,179,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-349167d4e3a82276,opening_balance,2026-05-01,2026-05,AC-8636EE,Casper 1HP,Máy lạnh,Sony,WH-BD-01,EA,118,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-baf17e9e7656aa9d,opening_balance,2026-05-01,2026-05,AC-8D2169,Panasonic 1.5HP,Máy lạnh,Sunhouse,WH-CT-01,EA,55,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-d90de3978e31f067,opening_balance,2026-05-01,2026-05,AC-8D2169,Panasonic 1.5HP,Máy lạnh,Sunhouse,WH-DN-01,EA,131,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-f23a6c9f73459d9b,opening_balance,2026-05-01,2026-05,AC-8D2169,Panasonic 1.5HP,Máy lạnh,Sunhouse,WH-HN-01,EA,172,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-22428cb6b2e4ebad,opening_balance,2026-05-01,2026-05,AC-9068F8,Panasonic 1.5HP,Máy lạnh,Cuckoo,WH-CT-01,EA,120,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-f95bcb8aee7989cf,opening_balance,2026-05-01,2026-05,AC-9068F8,Panasonic 1.5HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,97,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-fd73ffdb88444716,opening_balance,2026-05-01,2026-05,AC-9068F8,Panasonic 1.5HP,Máy lạnh,Cuckoo,WH-HN-01,EA,149,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-bcbb8ad56eb632eb,opening_balance,2026-05-01,2026-05,AC-9162CC,Mitsubishi 1.5HP,Máy lạnh,Philips,WH-HCM-02,EA,109,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-d817d5f8f2f90f2e,opening_balance,2026-05-01,2026-05,AC-9A4340,Panasonic 1.5HP,Máy lạnh,Daikin,WH-HN-01,EA,118,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-1f368865ba1bf3b0,opening_balance,2026-05-01,2026-05,AC-9D4B2B,Mitsubishi 1.5HP,Máy lạnh,Sony,WH-BD-01,EA,130,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-ef6b43242f6407c5,opening_balance,2026-05-01,2026-05,AC-9D4B2B,Mitsubishi 1.5HP,Máy lạnh,Sony,WH-HCM-01,EA,78,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-2cf8423894212c42,opening_balance,2026-05-01,2026-05,AC-9D4B2B,Mitsubishi 1.5HP,Máy lạnh,Sony,WH-HN-02,EA,144,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-f167c85235632364,opening_balance,2026-05-01,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-BD-01,EA,71,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-9e3e72de17f5b894,opening_balance,2026-05-01,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-DN-01,EA,118,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-4f9cd8a8abb1efe7,opening_balance,2026-05-01,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-HCM-01,EA,156,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-ec65d7aa27eead82,opening_balance,2026-05-01,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-HCM-03,EA,119,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-5b4d29c7e74b49f9,opening_balance,2026-05-01,2026-05,AC-A3A658,Panasonic 1.5HP,Máy lạnh,Aqua,WH-HCM-01,EA,93,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-7496a35b4b9dde90,opening_balance,2026-05-01,2026-05,AC-A3A658,Panasonic 1.5HP,Máy lạnh,Aqua,WH-HN-02,EA,184,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-73b3d4bc22feed24,opening_balance,2026-05-01,2026-05,AC-A7840C,Mitsubishi 1.5HP,Máy lạnh,Panasonic,WH-DN-01,EA,54,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-69ace32623e0add9,opening_balance,2026-05-01,2026-05,AC-A7840C,Mitsubishi 1.5HP,Máy lạnh,Panasonic,WH-HN-01,EA,136,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-975376294e5d8966,opening_balance,2026-05-01,2026-05,AC-A95991,Casper 1HP,Máy lạnh,Toshiba,WH-HCM-03,EA,193,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-2098386a3d853cf1,opening_balance,2026-05-01,2026-05,AC-AF103F,Daikin 1HP,Máy lạnh,Senko,WH-DN-01,EA,200,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-05-2508760b82c4391c,opening_balance,2026-05-01,2026-05,AC-AF103F,Daikin 1HP,Máy lạnh,Senko,WH-HCM-02,EA,124,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
