ScenarioID,LegalEntityID,MovementID,MovementType,PostingDate,ReportingPeriod,ItemID,Product,Category,Brand,WarehouseID,UOM,QuantityDelta,SourceOrderID,SourceShipmentID,AnchorSalesPath,AnchorSalesSHA256,AnchorSalesRowNumber,AnchorLogisticsPath,AnchorLogisticsSHA256,AnchorLogisticsRowNumber,ProvenanceRole,EvidenceType,GenerationPolicyVersion
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-40bcbcef4e789e3e,opening_balance,2026-06-01,2026-06,AC-190181,Mitsubishi 1.5HP,Máy lạnh,Sharp,WH-HN-01,EA,157,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-7f16cb9de21e6d22,opening_balance,2026-06-01,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-CT-01,EA,252,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-b5c5ee7b124dbdca,opening_balance,2026-06-01,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-DN-01,EA,203,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-d6a013cec249633c,opening_balance,2026-06-01,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-HCM-01,EA,135,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-4fae8f4bfb5d55a5,opening_balance,2026-06-01,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-HCM-02,EA,63,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-9a7d2ee75e1da0f7,opening_balance,2026-06-01,2026-06,AC-1FFCA0,Mitsubishi 1.5HP,Máy lạnh,Asia,WH-HCM-03,EA,89,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-1937523c532039ee,opening_balance,2026-06-01,2026-06,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-BD-01,EA,96,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-b9dd07798f8b6bee,opening_balance,2026-06-01,2026-06,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-HCM-01,EA,82,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-e93c90aafbca04ba,opening_balance,2026-06-01,2026-06,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-HCM-03,EA,208,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-3b3d6351c962ae23,opening_balance,2026-06-01,2026-06,AC-310514,Daikin 1HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,155,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-f717804ab2e2644a,opening_balance,2026-06-01,2026-06,AC-310514,Daikin 1HP,Máy lạnh,Cuckoo,WH-HCM-03,EA,191,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-ea02e5f6b9a1a66c,opening_balance,2026-06-01,2026-06,AC-389085,Mitsubishi 1.5HP,Máy lạnh,Samsung,WH-CT-01,EA,170,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-42d9a68b22a1a027,opening_balance,2026-06-01,2026-06,AC-389085,Mitsubishi 1.5HP,Máy lạnh,Samsung,WH-HCM-02,EA,94,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-9a7c204ebf99992b,opening_balance,2026-06-01,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-BD-01,EA,194,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-7c9f2dc166a27a4b,opening_balance,2026-06-01,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-CT-01,EA,221,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-f3f1afd185534c6e,opening_balance,2026-06-01,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-DN-01,EA,190,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-921ce273aa14e5a3,opening_balance,2026-06-01,2026-06,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-HCM-01,EA,172,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-2b66dd42dd108850,opening_balance,2026-06-01,2026-06,AC-462093,Casper 1HP,Máy lạnh,Daikin,WH-HCM-02,EA,145,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-39e21d9e29bf6360,opening_balance,2026-06-01,2026-06,AC-462093,Casper 1HP,Máy lạnh,Daikin,WH-HN-01,EA,154,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-8af1d407ec4f90cc,opening_balance,2026-06-01,2026-06,AC-48A793,Panasonic 1.5HP,Máy lạnh,Sony,WH-CT-01,EA,178,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-c39dc7433c5de0af,opening_balance,2026-06-01,2026-06,AC-48A793,Panasonic 1.5HP,Máy lạnh,Sony,WH-HCM-02,EA,75,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-18366a0034554872,opening_balance,2026-06-01,2026-06,AC-48B1DF,Panasonic 1.5HP,Máy lạnh,Senko,WH-HN-01,EA,129,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-80d47e38f3b9d66b,opening_balance,2026-06-01,2026-06,AC-48B1DF,Panasonic 1.5HP,Máy lạnh,Senko,WH-HN-02,EA,112,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-a51dea451d73b5ad,opening_balance,2026-06-01,2026-06,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-CT-01,EA,128,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-142401111c83bf57,opening_balance,2026-06-01,2026-06,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-HCM-01,EA,70,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-bca184d648128dc7,opening_balance,2026-06-01,2026-06,AC-4AA281,Casper 1HP,Máy lạnh,Samsung,WH-BD-01,EA,67,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-61d26d99fca6814e,opening_balance,2026-06-01,2026-06,AC-4AA281,Casper 1HP,Máy lạnh,Samsung,WH-HCM-03,EA,210,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-d1c453fb66752eed,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-BD-01,EA,114,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-0e3cab10c266c3b7,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-CT-01,EA,137,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-804b877ea65490e7,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-DN-01,EA,176,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-0a7977667c4ff598,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-01,EA,171,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-f12bea7477b93511,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-02,EA,202,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-306e6031fd645e2d,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-03,EA,130,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-466ac7bfaf32d124,opening_balance,2026-06-01,2026-06,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HN-01,EA,153,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-79589764197460cd,opening_balance,2026-06-01,2026-06,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-01,EA,190,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-3e1745cf9ba381fb,opening_balance,2026-06-01,2026-06,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-02,EA,167,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-d43296a1b3164337,opening_balance,2026-06-01,2026-06,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HN-01,EA,128,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-b58c0edc7cca7afc,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-BD-01,EA,239,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-affa66a943a1e7c4,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-CT-01,EA,152,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-92572e296359b6cf,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-DN-01,EA,141,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-5a87093086785a16,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HCM-02,EA,129,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-f784cd29c43cb6bc,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HCM-03,EA,195,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-967d50b3d3f3991e,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HN-01,EA,200,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-07f6615c2522b56f,opening_balance,2026-06-01,2026-06,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HN-02,EA,103,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-f7554192b1b4fea3,opening_balance,2026-06-01,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-CT-01,EA,187,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-86610df9afccc829,opening_balance,2026-06-01,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-DN-01,EA,85,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-526af7c22b5073c4,opening_balance,2026-06-01,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-HN-01,EA,189,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-9dba0bf912b4fc8c,opening_balance,2026-06-01,2026-06,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-HN-02,EA,64,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-eb1314acd828758e,opening_balance,2026-06-01,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-BD-01,EA,237,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-42055b896493f1f2,opening_balance,2026-06-01,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-CT-01,EA,230,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-91b9134c651fae5c,opening_balance,2026-06-01,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-DN-01,EA,152,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-816e99ee594f120f,opening_balance,2026-06-01,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-HCM-03,EA,140,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-fc9b23bea6c71623,opening_balance,2026-06-01,2026-06,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-HN-01,EA,96,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-c00da18a372659a3,opening_balance,2026-06-01,2026-06,AC-6A16AD,Daikin 1HP,Máy lạnh,Samsung,WH-HCM-01,EA,140,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-f6d6ad8b1125de68,opening_balance,2026-06-01,2026-06,AC-6A16AD,Daikin 1HP,Máy lạnh,Samsung,WH-HN-02,EA,163,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-1cacf43857e7ced9,opening_balance,2026-06-01,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-CT-01,EA,241,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-144a479d400068c6,opening_balance,2026-06-01,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-01,EA,71,,,,,,,,,scenario_generated_opening,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-8a136fc9690777b7,opening_balance,2026-06-01,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-02,EA,212,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-a34e34ab37467925,opening_balance,2026-06-01,2026-06,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-03,EA,148,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-5622e1d643de6cc5,opening_balance,2026-06-01,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-BD-01,EA,131,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-427f6deacd87a18a,opening_balance,2026-06-01,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-CT-01,EA,202,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-9a782dea30cc2638,opening_balance,2026-06-01,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,151,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,OPEN-2026-06-08e3ab29151daa5f,opening_balance,2026-06-01,2026-06,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HN-02,EA,180,,,,,,,,,prior_snapshot_carry_forward,authentic_anchored_semi_synthetic_evidence,1.0.0
