ScenarioID,LegalEntityID,SnapshotID,AsOfDate,ReportingPeriod,ItemID,Product,Category,Brand,WarehouseID,UOM,OpeningQuantity,ReceivedQuantity,CustomerReturnQuantity,SoldQuantity,SupplierReturnQuantity,DamageAdjustmentQuantity,QuantityOnHand,SnapshotGrain,EvidenceType,GenerationPolicyVersion
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-e93c90aafbca04ba,2026-05-31,2026-05,AC-249FC9,Daikin 1HP,Máy lạnh,Panasonic,WH-HCM-03,EA,197,12,0,1,0,0,208,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-f717804ab2e2644a,2026-05-31,2026-05,AC-310514,Daikin 1HP,Máy lạnh,Cuckoo,WH-HCM-03,EA,172,21,0,2,0,0,191,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-ea02e5f6b9a1a66c,2026-05-31,2026-05,AC-389085,Mitsubishi 1.5HP,Máy lạnh,Samsung,WH-CT-01,EA,160,12,0,2,0,0,170,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-42d9a68b22a1a027,2026-05-31,2026-05,AC-389085,Mitsubishi 1.5HP,Máy lạnh,Samsung,WH-HCM-02,EA,53,43,0,2,0,0,94,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-9a7c204ebf99992b,2026-05-31,2026-05,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-BD-01,EA,188,11,0,5,0,0,194,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-7c9f2dc166a27a4b,2026-05-31,2026-05,AC-3E9D78,Mitsubishi 1.5HP,Máy lạnh,Electrolux,WH-CT-01,EA,154,68,0,1,0,0,221,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-2b66dd42dd108850,2026-05-31,2026-05,AC-462093,Casper 1HP,Máy lạnh,Daikin,WH-HCM-02,EA,108,38,0,1,0,0,145,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-39e21d9e29bf6360,2026-05-31,2026-05,AC-462093,Casper 1HP,Máy lạnh,Daikin,WH-HN-01,EA,130,27,0,3,0,0,154,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-8af1d407ec4f90cc,2026-05-31,2026-05,AC-48A793,Panasonic 1.5HP,Máy lạnh,Sony,WH-CT-01,EA,146,33,0,1,0,0,178,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-c39dc7433c5de0af,2026-05-31,2026-05,AC-48A793,Panasonic 1.5HP,Máy lạnh,Sony,WH-HCM-02,EA,63,14,0,2,0,0,75,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-18366a0034554872,2026-05-31,2026-05,AC-48B1DF,Panasonic 1.5HP,Máy lạnh,Senko,WH-HN-01,EA,120,10,0,1,0,0,129,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-a51dea451d73b5ad,2026-05-31,2026-05,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-CT-01,EA,85,45,0,2,0,0,128,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-142401111c83bf57,2026-05-31,2026-05,AC-496EEC,Casper 1HP,Máy lạnh,Philips,WH-HCM-01,EA,68,10,0,8,0,0,70,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-61d26d99fca6814e,2026-05-31,2026-05,AC-4AA281,Casper 1HP,Máy lạnh,Samsung,WH-HCM-03,EA,147,64,0,1,0,0,210,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-d1c453fb66752eed,2026-05-31,2026-05,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-BD-01,EA,52,64,0,2,0,0,114,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-0a7977667c4ff598,2026-05-31,2026-05,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-01,EA,149,25,0,3,0,0,171,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-306e6031fd645e2d,2026-05-31,2026-05,AC-4CE3DD,Panasonic 1.5HP,Máy lạnh,Samsung,WH-HCM-03,EA,70,62,0,2,0,0,130,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-79589764197460cd,2026-05-31,2026-05,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-01,EA,140,53,0,3,0,0,190,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-3e1745cf9ba381fb,2026-05-31,2026-05,AC-4E849A,Daikin 1HP,Máy lạnh,Philips,WH-HCM-02,EA,110,59,0,2,0,0,167,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-b58c0edc7cca7afc,2026-05-31,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-BD-01,EA,184,57,0,2,0,0,239,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-affa66a943a1e7c4,2026-05-31,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-CT-01,EA,129,24,0,1,0,0,152,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-92572e296359b6cf,2026-05-31,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-DN-01,EA,120,23,0,2,0,0,141,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-5a87093086785a16,2026-05-31,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HCM-02,EA,69,62,0,2,0,0,129,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-07f6615c2522b56f,2026-05-31,2026-05,AC-4EC148,Mitsubishi 1.5HP,Máy lạnh,Toshiba,WH-HN-02,EA,79,27,0,3,0,0,103,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-f7554192b1b4fea3,2026-05-31,2026-05,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-CT-01,EA,133,56,0,2,0,0,187,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-526af7c22b5073c4,2026-05-31,2026-05,AC-50CBA5,Daikin 1HP,Máy lạnh,Aqua,WH-HN-01,EA,168,23,0,2,0,0,189,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-eb1314acd828758e,2026-05-31,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-BD-01,EA,200,39,0,2,0,0,237,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-42055b896493f1f2,2026-05-31,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-CT-01,EA,199,34,0,3,0,0,230,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-91b9134c651fae5c,2026-05-31,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-DN-01,EA,131,22,0,1,0,0,152,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-816e99ee594f120f,2026-05-31,2026-05,AC-691AE0,Casper 1HP,Máy lạnh,LG,WH-HCM-03,EA,90,51,0,1,0,0,140,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-c00da18a372659a3,2026-05-31,2026-05,AC-6A16AD,Daikin 1HP,Máy lạnh,Samsung,WH-HCM-01,EA,96,45,0,1,0,0,140,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-1cacf43857e7ced9,2026-05-31,2026-05,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-CT-01,EA,199,43,0,1,0,0,241,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-8a136fc9690777b7,2026-05-31,2026-05,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-02,EA,164,49,0,1,0,0,212,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-a34e34ab37467925,2026-05-31,2026-05,AC-6D8176,Casper 1HP,Máy lạnh,Xiaomi,WH-HCM-03,EA,119,33,0,4,0,0,148,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-5622e1d643de6cc5,2026-05-31,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-BD-01,EA,117,16,0,2,0,0,131,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-427f6deacd87a18a,2026-05-31,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-CT-01,EA,192,13,0,3,0,0,202,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-9a782dea30cc2638,2026-05-31,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,116,37,0,2,0,0,151,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-08e3ab29151daa5f,2026-05-31,2026-05,AC-75386E,Mitsubishi 1.5HP,Máy lạnh,Cuckoo,WH-HN-02,EA,161,22,0,3,0,0,180,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-4bd5b184177e0992,2026-05-31,2026-05,AC-7543C2,Casper 1HP,Máy lạnh,Panasonic,WH-DN-01,EA,174,38,0,2,0,0,210,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-26222664d01fafa0,2026-05-31,2026-05,AC-7543C2,Casper 1HP,Máy lạnh,Panasonic,WH-HCM-02,EA,70,41,0,3,0,0,108,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-93c159f30d86dfea,2026-05-31,2026-05,AC-7543C2,Casper 1HP,Máy lạnh,Panasonic,WH-HN-01,EA,75,54,0,2,0,0,127,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-4700e79620e02752,2026-05-31,2026-05,AC-818A33,Casper 1HP,Máy lạnh,Electrolux,WH-BD-01,EA,202,36,0,3,0,0,235,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-94b168b4dd45c522,2026-05-31,2026-05,AC-818A33,Casper 1HP,Máy lạnh,Electrolux,WH-CT-01,EA,63,40,0,2,0,0,101,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-582046dd7c62f170,2026-05-31,2026-05,AC-84F331,Mitsubishi 1.5HP,Máy lạnh,Daikin,WH-CT-01,EA,113,17,0,3,0,0,127,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-e52b22273af35353,2026-05-31,2026-05,AC-84F331,Mitsubishi 1.5HP,Máy lạnh,Daikin,WH-HN-02,EA,179,15,0,3,0,0,191,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-349167d4e3a82276,2026-05-31,2026-05,AC-8636EE,Casper 1HP,Máy lạnh,Sony,WH-BD-01,EA,118,29,0,1,0,0,146,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-baf17e9e7656aa9d,2026-05-31,2026-05,AC-8D2169,Panasonic 1.5HP,Máy lạnh,Sunhouse,WH-CT-01,EA,55,20,0,4,0,0,71,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-d90de3978e31f067,2026-05-31,2026-05,AC-8D2169,Panasonic 1.5HP,Máy lạnh,Sunhouse,WH-DN-01,EA,131,48,0,1,0,0,178,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-f23a6c9f73459d9b,2026-05-31,2026-05,AC-8D2169,Panasonic 1.5HP,Máy lạnh,Sunhouse,WH-HN-01,EA,172,12,0,3,0,0,181,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-22428cb6b2e4ebad,2026-05-31,2026-05,AC-9068F8,Panasonic 1.5HP,Máy lạnh,Cuckoo,WH-CT-01,EA,120,11,0,1,0,0,130,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-f95bcb8aee7989cf,2026-05-31,2026-05,AC-9068F8,Panasonic 1.5HP,Máy lạnh,Cuckoo,WH-HCM-01,EA,97,13,0,2,0,0,108,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-fd73ffdb88444716,2026-05-31,2026-05,AC-9068F8,Panasonic 1.5HP,Máy lạnh,Cuckoo,WH-HN-01,EA,149,69,0,3,0,0,215,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-bcbb8ad56eb632eb,2026-05-31,2026-05,AC-9162CC,Mitsubishi 1.5HP,Máy lạnh,Philips,WH-HCM-02,EA,109,35,0,2,0,0,142,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-d817d5f8f2f90f2e,2026-05-31,2026-05,AC-9A4340,Panasonic 1.5HP,Máy lạnh,Daikin,WH-HN-01,EA,118,20,0,2,0,0,136,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-1f368865ba1bf3b0,2026-05-31,2026-05,AC-9D4B2B,Mitsubishi 1.5HP,Máy lạnh,Sony,WH-BD-01,EA,130,61,0,2,0,0,189,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-ef6b43242f6407c5,2026-05-31,2026-05,AC-9D4B2B,Mitsubishi 1.5HP,Máy lạnh,Sony,WH-HCM-01,EA,78,14,0,2,0,0,90,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-2cf8423894212c42,2026-05-31,2026-05,AC-9D4B2B,Mitsubishi 1.5HP,Máy lạnh,Sony,WH-HN-02,EA,144,50,0,1,0,0,193,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-f167c85235632364,2026-05-31,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-BD-01,EA,71,59,0,2,0,0,128,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-9e3e72de17f5b894,2026-05-31,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-DN-01,EA,118,60,0,1,0,0,177,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-4f9cd8a8abb1efe7,2026-05-31,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-HCM-01,EA,156,24,0,2,0,0,178,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-ec65d7aa27eead82,2026-05-31,2026-05,AC-9EB347,Panasonic 1.5HP,Máy lạnh,Xiaomi,WH-HCM-03,EA,119,44,0,3,0,0,160,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-5b4d29c7e74b49f9,2026-05-31,2026-05,AC-A3A658,Panasonic 1.5HP,Máy lạnh,Aqua,WH-HCM-01,EA,93,40,0,1,0,0,132,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-7496a35b4b9dde90,2026-05-31,2026-05,AC-A3A658,Panasonic 1.5HP,Máy lạnh,Aqua,WH-HN-02,EA,184,61,0,3,0,0,242,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-73b3d4bc22feed24,2026-05-31,2026-05,AC-A7840C,Mitsubishi 1.5HP,Máy lạnh,Panasonic,WH-DN-01,EA,54,30,0,4,0,0,80,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-69ace32623e0add9,2026-05-31,2026-05,AC-A7840C,Mitsubishi 1.5HP,Máy lạnh,Panasonic,WH-HN-01,EA,136,34,0,5,0,0,165,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,SNAP-2026-05-975376294e5d8966,2026-05-31,2026-05,AC-A95991,Casper 1HP,Máy lạnh,Toshiba,WH-HCM-03,EA,193,23,0,3,0,0,213,one_row_per_item_warehouse_as_of,authentic_anchored_semi_synthetic_evidence,1.0.0
